county,officer,email,blank,phone,fax,address_one,address_two,dirs,city,state,zip,start_time,end_time,start_date,end_date,time_zone,notes,index,address_line,directions,hours,photo_uri,hours_open_id,is_drop_box,is_early_voting,latitude,longitude,latlng_source,id
CRAWFORD,Don Pyle,countyclerk@ckt.net,,6207246115,6207246007.0,111 E Forest Avenue,,,Girard,KS,66743-0249,8:00:00 - 06:00,12:00:00 - 06:00,11/7/16,11/7/16,central,,80,"111 E Forest Avenue, Girard, KS 66743",,08:00 AM - 12:00 PM,,ho7960686,false,true,,,,poll7960686
CRAWFORD,Don Pyle,countyclerk@ckt.net,,6207246115,6207246007.0,3003 N Joplin St,,,Pittsburg,KS,66762,11:00:00 - 05:00,19:00:00 - 05:00,10/26/16,10/29/16,central,,81,"3003 N Joplin St, Pittsburg, KS 66762",,11:00 AM - 07:00 PM,,ho87848409,false,true,,,,poll87848409
CRAWFORD,Don Pyle,countyclerk@ckt.net,,6207246115,6207246007.0,3003 N Joplin St,,,Pittsburg,KS,66762,12:00:00 - 05:00,17:00:00 - 05:00,10/30/16,10/30/16,central,,82,"3003 N Joplin St, Pittsburg, KS 66762",,12:00 PM - 05:00 PM,,ho87848409,false,true,,,,poll87848409
CRAWFORD,Don Pyle,countyclerk@ckt.net,,6207246115,6207246007.0,202 Centennial Dr,,,Pittsburg,KS,66762,11:00:00 - 05:00,19:00:00 - 05:00,10/26/16,10/29/16,central,,83,"202 Centennial Dr, Pittsburg, KS 66762",,11:00 AM - 07:00 PM,,ho84132479,false,true,,,,poll84132479
CRAWFORD,Don Pyle,countyclerk@ckt.net,,6207246115,6207246007.0,202 Centennial Dr,,,Pittsburg,KS,66762,12:00:00 - 05:00,17:00:00 - 05:00,10/30/16,10/30/16,central,,84,"202 Centennial Dr, Pittsburg, KS 66762",,12:00 PM - 05:00 PM,,ho84132479,false,true,,,,poll84132479
DECATUR,Colleen Geihsler,DC_county_clerk@wan.kdor.state.ks.us,,7854758102,7854758150.0,120 E Hall St #4,,,Oberlin,KS,67749,8:00:00 - 05:00,17:00:00 - 05:00,10/19/16,10/21/16,central,begin 10-19-2016 . 8 - 5. close at noon on the 7th ,85,"120 E Hall St #4, Oberlin, KS 67749",,08:00 AM - 05:00 PM,,ho88393637,false,true,,,,poll88393637
DECATUR,Colleen Geihsler,DC_county_clerk@wan.kdor.state.ks.us,,7854758102,7854758150.0,120 E Hall St #4,,,Oberlin,KS,67749,8:00:00 - 05:00,17:00:00 - 05:00,10/24/16,10/28/16,central,,86,"120 E Hall St #4, Oberlin, KS 67749",,08:00 AM - 05:00 PM,,ho88393637,false,true,,,,poll88393637
DECATUR,Colleen Geihsler,DC_county_clerk@wan.kdor.state.ks.us,,7854758102,7854758150.0,120 E Hall St #4,,,Oberlin,KS,67749,8:00:00 - 05:00,17:00:00 - 05:00,10/31/16,11/4/16,central,,87,"120 E Hall St #4, Oberlin, KS 67749",,08:00 AM - 05:00 PM,,ho88393637,false,true,,,,poll88393637
DECATUR,Colleen Geihsler,DC_county_clerk@wan.kdor.state.ks.us,,7854758102,7854758150.0,120 E Hall St #4,,,Oberlin,KS,67749,8:00:00 - 06:00,12:00:00 - 06:00,11/7/16,11/7/16,central,,88,"120 E Hall St #4, Oberlin, KS 67749",,08:00 AM - 12:00 PM,,ho88393637,false,true,,,,poll88393637
DICKINSON,Barb Jones,DK_county_clerk@wan.kdor.state.ks.us,,7852633774,7852632045.0,"109 E 1st, Ste. 207",,,Abilene,KS,67410,8:00:00 - 05:00,17:00:00 - 05:00,10/19/16,10/21/16,central,,89,"109 E 1st, Ste. 207, Abilene, KS 67410",,08:00 AM - 05:00 PM,,ho87225355,false,true,,,,poll87225355
DICKINSON,Barb Jones,DK_county_clerk@wan.kdor.state.ks.us,,7852633774,7852632045.0,"109 E 1st, Ste. 207",,,Abilene,KS,67410,8:00:00 - 05:00,17:00:00 - 05:00,10/24/16,10/28/16,central,,90,"109 E 1st, Ste. 207, Abilene, KS 67410",,08:00 AM - 05:00 PM,,ho87225355,false,true,,,,poll87225355
DICKINSON,Barb Jones,DK_county_clerk@wan.kdor.state.ks.us,,7852633774,7852632045.0,"109 E 1st, Ste. 207",,,Abilene,KS,67410,8:00:00 - 05:00,17:00:00 - 05:00,10/31/16,11/4/16,central,,91,"109 E 1st, Ste. 207, Abilene, KS 67410",,08:00 AM - 05:00 PM,,ho87225355,false,true,,,,poll87225355
DICKINSON,Barb Jones,DK_county_clerk@wan.kdor.state.ks.us,,7852633774,7852632045.0,"109 E 1st, Ste. 207",,,Abilene,KS,67410,9:00:00 - 05:00,12:00:00 - 05:00,11/5/16,11/5/16,central,,92,"109 E 1st, Ste. 207, Abilene, KS 67410",,09:00 AM - 12:00 PM,,ho87225355,false,true,,,,poll87225355
DICKINSON,Barb Jones,DK_county_clerk@wan.kdor.state.ks.us,,7852633774,7852632045.0,"109 E 1st, Ste. 207",,,Abilene,KS,67410,8:00:00 - 06:00,12:00:00 - 06:00,11/7/16,11/7/16,central,,93,"109 E 1st, Ste. 207, Abilene, KS 67410",,08:00 AM - 12:00 PM,,ho87225355,false,true,,,,poll87225355
DONIPHAN,Peggy Franken,dpcoclerk@rainbowtel.net,,7859853513,7859853723.0,120 E Chestnut St,,,Troy,KS,66087,8:00:00 - 05:00,17:00:00 - 05:00,10/19/16,10/21/16,central,,94,"120 E Chestnut St, Troy, KS 66087",,08:00 AM - 05:00 PM,,ho28018905,false,true,,,,poll28018905
DONIPHAN,Peggy Franken,dpcoclerk@rainbowtel.net,,7859853513,7859853723.0,120 E Chestnut St,,,Troy,KS,66087,8:00:00 - 05:00,17:00:00 - 05:00,10/24/16,10/28/16,central,,95,"120 E Chestnut St, Troy, KS 66087",,08:00 AM - 05:00 PM,,ho28018905,false,true,,,,poll28018905
DONIPHAN,Peggy Franken,dpcoclerk@rainbowtel.net,,7859853513,7859853723.0,120 E Chestnut St,,,Troy,KS,66087,8:00:00 - 05:00,17:00:00 - 05:00,10/31/16,11/4/16,central,,96,"120 E Chestnut St, Troy, KS 66087",,08:00 AM - 05:00 PM,,ho28018905,false,true,,,,poll28018905
DONIPHAN,Peggy Franken,dpcoclerk@rainbowtel.net,,7859853513,7859853723.0,120 E Chestnut St,,,Troy,KS,66087,8:00:00 - 06:00,12:00:00 - 06:00,11/7/16,11/7/16,central,,97,"120 E Chestnut St, Troy, KS 66087",,08:00 AM - 12:00 PM,,ho28018905,false,true,,,,poll28018905
DOUGLAS,Jameson (Jamie) Shew,jshew@douglas-county.com,,7858325281,7858325192.0,1100 Massachusetts St,,,Lawrence,KS,66044,8:00:00 - 05:00,17:00:00 - 05:00,10/19/16,10/21/16,central,,98,"1100 Massachusetts St, Lawrence, KS 66044",,08:00 AM - 05:00 PM,,ho85480065,false,true,,,,poll85480065
DOUGLAS,Jameson (Jamie) Shew,jshew@douglas-county.com,,7858325281,7858325192.0,1100 Massachusetts St,,,Lawrence,KS,66044,8:00:00 - 05:00,17:00:00 - 05:00,10/24/16,10/28/16,central,,99,"1100 Massachusetts St, Lawrence, KS 66044",,08:00 AM - 05:00 PM,,ho85480065,false,true,,,,poll85480065
DOUGLAS,Jameson (Jamie) Shew,jshew@douglas-county.com,,7858325281,7858325192.0,1100 Massachusetts St,,,Lawrence,KS,66044,9:00:00 - 05:00,13:00:00 - 05:00,10/29/16,10/29/16,central,,100,"1100 Massachusetts St, Lawrence, KS 66044",,09:00 AM - 01:00 PM,,ho85480065,false,true,,,,poll85480065
DOUGLAS,Jameson (Jamie) Shew,jshew@douglas-county.com,,7858325281,7858325192.0,1100 Massachusetts St,,,Lawrence,KS,66044,8:00:00 - 05:00,17:00:00 - 05:00,10/31/16,11/4/16,central,,101,"1100 Massachusetts St, Lawrence, KS 66044",,08:00 AM - 05:00 PM,,ho85480065,false,true,,,,poll85480065
DOUGLAS,Jameson (Jamie) Shew,jshew@douglas-county.com,,7858325281,7858325192.0,1100 Massachusetts St,,,Lawrence,KS,66044,9:00:00 - 05:00,15:00:00 - 05:00,11/5/16,11/5/16,central,,102,"1100 Massachusetts St, Lawrence, KS 66044",,09:00 AM - 03:00 PM,,ho85480065,false,true,,,,poll85480065
DOUGLAS,Jameson (Jamie) Shew,jshew@douglas-county.com,,7858325281,7858325192.0,1100 Massachusetts St,,,Lawrence,KS,66044,8:00:00 - 06:00,12:00:00 - 06:00,11/7/16,11/7/16,central,,103,"1100 Massachusetts St, Lawrence, KS 66044",,08:00 AM - 12:00 PM,,ho85480065,false,true,,,,poll85480065
DOUGLAS,Jameson (Jamie) Shew,jshew@douglas-county.com,,7858325281,7858325192.0,1421 Research Park Dr.,,,Lawrence,KS,66049,10:00:00 - 06:00,17:00:00 - 06:00,10/31/16,11/4/16,central,,104,"1421 Research Park Dr., Lawrence, KS 66049",,10:00 AM - 05:00 PM,,ho71154562,false,true,,,,poll71154562
DOUGLAS,Jameson (Jamie) Shew,jshew@douglas-county.com,,7858325281,7858325192.0,2120 Harper St,,,Lawrence,KS,66046,10:00:00 - 06:00,17:00:00 - 06:00,10/31/16,11/4/16,central,,105,"2120 Harper St, Lawrence, KS 66046",,10:00 AM - 05:00 PM,,ho29484943,false,true,,,,poll29484943
DOUGLAS,Jameson (Jamie) Shew,jshew@douglas-county.com,,7858325281,7858325192.0,1299 Oread Ave,,,Lawrence,KS,66045,10:00:00 - 06:00,17:00:00 - 06:00,10/31/16,11/4/16,central,,106,"1299 Oread Ave, Lawrence, KS 66045",,10:00 AM - 05:00 PM,,ho56544446,false,true,,,,poll56544446
DOUGLAS,Jameson (Jamie) Shew,jshew@douglas-county.com,,7858325281,7858325192.0,327 Elmore St,,,Lecompton,KS,66050,09:00:00 - 06:00,15:00:00 - 06:00,11/5/16,11/5/16,central,,107,"327 Elmore St, Lecompton, KS 66050",,09:00 AM - 03:00 PM,,ho77975598,false,true,,,,poll77975598
DOUGLAS,Jameson (Jamie) Shew,jshew@douglas-county.com,,7858325281,7858325192.0,4 E. 7th St.,,,Eudora,KS,66025,09:00:00 - 06:00,15:00:00 - 06:00,11/5/16,11/5/16,central,,108,"4 E. 7th St., Eudora, KS 66025",,09:00 AM - 03:00 PM,,ho91154019,false,true,,,,poll91154019
DOUGLAS,Jameson (Jamie) Shew,jshew@douglas-county.com,,7858325281,7858325192.0,610 High Street,,,Baldwin City,KS,66006,09:00:00 - 06:00,15:00:00 - 06:00,11/5/16,11/5/16,central,,109,"610 High Street, Baldwin City, KS 66006",,09:00 AM - 03:00 PM,,ho69358390,false,true,,,,poll69358390
EDWARDS,Gina Schuette,edwardsclerk@edwards.kscoxmail.com,,6206593000,6206592583.0,312 Massachusetts,,,Kinsley,KS,67547,8:00:00 - 05:00,17:00:00 - 05:00,10/19/16,10/21/16,central,10-19-2016 8 - 5. Close at noon on the 7th ,110,"312 Massachusetts, Kinsley, KS 67547",,08:00 AM - 05:00 PM,,ho63905830,false,true,,,,poll63905830
EDWARDS,Gina Schuette,edwardsclerk@edwards.kscoxmail.com,,6206593000,6206592583.0,312 Massachusetts,,,Kinsley,KS,67547,8:00:00 - 05:00,17:00:00 - 05:00,10/24/16,10/28/16,central,,111,"312 Massachusetts, Kinsley, KS 67547",,08:00 AM - 05:00 PM,,ho63905830,false,true,,,,poll63905830
EDWARDS,Gina Schuette,edwardsclerk@edwards.kscoxmail.com,,6206593000,6206592583.0,312 Massachusetts,,,Kinsley,KS,67547,8:00:00 - 05:00,17:00:00 - 05:00,10/31/16,11/4/16,central,,112,"312 Massachusetts, Kinsley, KS 67547",,08:00 AM - 05:00 PM,,ho63905830,false,true,,,,poll63905830
EDWARDS,Gina Schuette,edwardsclerk@edwards.kscoxmail.com,,6206593000,6206592583.0,312 Massachusetts,,,Kinsley,KS,67547,8:00:00 - 06:00,12:00:00 - 06:00,11/7/16,11/7/16,central,,113,"312 Massachusetts, Kinsley, KS 67547",,08:00 AM - 12:00 PM,,ho63905830,false,true,,,,poll63905830
ELK,Vicky D. Wedman,ekclerk@sktc.net,,6203742490,6203742771.0,127 N Pine St,,,Howard,KS,67349,7:00:00 - 05:00,17:30:00 - 05:00,10/24/16,10/27/16,central,,114,"127 N Pine St, Howard, KS 67349",,07:00 AM - 05:30 PM,,ho97967978,false,true,,,,poll97967978
ELK,Vicky D. Wedman,ekclerk@sktc.net,,6203742490,6203742771.0,127 N Pine St,,,Howard,KS,67349,7:00:00 - 05:00,17:30:00 - 05:00,10/31/16,11/3/16,central,,115,"127 N Pine St, Howard, KS 67349",,07:00 AM - 05:30 PM,,ho97967978,false,true,,,,poll97967978
ELK,Vicky D. Wedman,ekclerk@sktc.net,,6203742490,6203742771.0,127 N Pine St,,,Howard,KS,67349,7:00:00 - 06:00,12:00:00 - 06:00,11/7/16,11/7/16,central,,116,"127 N Pine St, Howard, KS 67349",,07:00 AM - 12:00 PM,,ho97967978,false,true,,,,poll97967978
ELLIS,Donna Maskus,dclerk@ellisco.net,,7856289410,7856289413.0,1204 Fort St,,,Hays,KS,67601,8:00:00 - 05:00,16:00:00 - 05:00,10/24/16,10/28/16,central,,117,"1204 Fort St, Hays, KS 67601",,08:00 AM - 04:00 PM,,ho30455086,false,true,,,,poll30455086
ELLIS,Donna Maskus,dclerk@ellisco.net,,7856289410,7856289413.0,1204 Fort St,,,Hays,KS,67601,8:00:00 - 05:00,16:00:00 - 05:00,10/31/16,11/4/16,central,,118,"1204 Fort St, Hays, KS 67601",,08:00 AM - 04:00 PM,,ho30455086,false,true,,,,poll30455086
ELLIS,Donna Maskus,dclerk@ellisco.net,,7856289410,7856289413.0,1204 Fort St,,,Hays,KS,67601,8:00:00 - 06:00,12:00:00 - 06:00,11/7/16,11/7/16,central,,119,"1204 Fort St, Hays, KS 67601",,08:00 AM - 12:00 PM,,ho30455086,false,true,,,,poll30455086
ELLSWORTH,Shelly Vopat,EWCLERK@KANS.COM,,7854724161,7854723818.0,210 N Kansas,,,Ellsworth,KS,67439,8:00:00 - 05:00,17:00:00 - 05:00,10/19/16,10/21/16,central,,120,"210 N Kansas, Ellsworth, KS 67439",,08:00 AM - 05:00 PM,,ho84040399,false,true,,,,poll84040399
ELLSWORTH,Shelly Vopat,EWCLERK@KANS.COM,,7854724161,7854723818.0,210 N Kansas,,,Ellsworth,KS,67439,8:00:00 - 05:00,17:00:00 - 05:00,10/24/16,10/28/16,central,,121,"210 N Kansas, Ellsworth, KS 67439",,08:00 AM - 05:00 PM,,ho84040399,false,true,,,,poll84040399
ELLSWORTH,Shelly Vopat,EWCLERK@KANS.COM,,7854724161,7854723818.0,210 N Kansas,,,Ellsworth,KS,67439,8:00:00 - 05:00,17:00:00 - 05:00,10/31/16,11/3/16,central,,122,"210 N Kansas, Ellsworth, KS 67439",,08:00 AM - 05:00 PM,,ho84040399,false,true,,,,poll84040399
ELLSWORTH,Shelly Vopat,EWCLERK@KANS.COM,,7854724161,7854723818.0,210 N Kansas,,,Ellsworth,KS,67439,8:00:00 - 05:00,19:00:00 - 05:00,11/4/16,11/4/16,central,,123,"210 N Kansas, Ellsworth, KS 67439",,08:00 AM - 07:00 PM,,ho84040399,false,true,,,,poll84040399
ELLSWORTH,Shelly Vopat,EWCLERK@KANS.COM,,7854724161,7854723818.0,210 N Kansas,,,Ellsworth,KS,67439,8:00:00 - 05:00,12:00:00 - 05:00,11/5/16,11/5/16,central,,124,"210 N Kansas, Ellsworth, KS 67439",,08:00 AM - 12:00 PM,,ho84040399,false,true,,,,poll84040399
ELLSWORTH,Shelly Vopat,EWCLERK@KANS.COM,,7854724161,7854723818.0,210 N Kansas,,,Ellsworth,KS,67439,8:00:00 - 06:00,12:00:00 - 06:00,11/7/16,11/7/16,central,,125,"210 N Kansas, Ellsworth, KS 67439",,08:00 AM - 12:00 PM,,ho84040399,false,true,,,,poll84040399
FINNEY,Elsa Ulrich,eulrich@finneycounty.org,,6202723575,6202723890.0,311 N. 9th St.,,Finney Co. Admin. Center,Garden City,KS,67846,8:00:00 - 05:00,17:00:00 - 05:00,10/19/16,10/21/16,central,,126,"311 N. 9th St., Garden City, KS 67846",Finney Co. Admin. Center,08:00 AM - 05:00 PM,,ho51761086,false,true,,,,poll51761086
FINNEY,Elsa Ulrich,eulrich@finneycounty.org,,6202723575,6202723890.0,311 N. 9th St.,,Finney Co. Admin. Center,Garden City,KS,67846,8:00:00 - 05:00,17:00:00 - 05:00,10/24/16,10/28/16,central,,127,"311 N. 9th St., Garden City, KS 67846",Finney Co. Admin. Center,08:00 AM - 05:00 PM,,ho51761086,false,true,,,,poll51761086
FINNEY,Elsa Ulrich,eulrich@finneycounty.org,,6202723575,6202723890.0,311 N. 9th St.,,Finney Co. Admin. Center,Garden City,KS,67846,9:00:00 - 05:00,13:00:00 - 05:00,10/29/16,10/29/16,central,,128,"311 N. 9th St., Garden City, KS 67846",Finney Co. Admin. Center,09:00 AM - 01:00 PM,,ho51761086,false,true,,,,poll51761086
FINNEY,Elsa Ulrich,eulrich@finneycounty.org,,6202723575,6202723890.0,311 N. 9th St.,,Finney Co. Admin. Center,Garden City,KS,67846,8:00:00 - 05:00,17:00:00 - 05:00,10/31/16,11/4/16,central,,129,"311 N. 9th St., Garden City, KS 67846",Finney Co. Admin. Center,08:00 AM - 05:00 PM,,ho51761086,false,true,,,,poll51761086
FINNEY,Elsa Ulrich,eulrich@finneycounty.org,,6202723575,6202723890.0,311 N. 9th St.,,Finney Co. Admin. Center,Garden City,KS,67846,9:00:00 - 05:00,13:00:00 - 05:00,11/5/16,11/5/16,central,,130,"311 N. 9th St., Garden City, KS 67846",Finney Co. Admin. Center,09:00 AM - 01:00 PM,,ho51761086,false,true,,,,poll51761086
FINNEY,Elsa Ulrich,eulrich@finneycounty.org,,6202723575,6202723890.0,311 N. 9th St.,,Finney Co. Admin. Center,Garden City,KS,67846,8:00:00 - 06:00,12:00:00 - 06:00,11/7/16,11/7/16,central,,131,"311 N. 9th St., Garden City, KS 67846",Finney Co. Admin. Center,08:00 AM - 12:00 PM,,ho51761086,false,true,,,,poll51761086
FORD,Debbie Cox,dcox@fordcounty.net,,6202274550,6202274699.0,100 Gunsmoke,,,Dodge City,KS,67801,9:00:00 - 05:00,16:30:00 - 05:00,10/24/16,10/28/16,central,,132,"100 Gunsmoke, Dodge City, KS 67801",,09:00 AM - 04:30 PM,,ho97354625,false,true,,,,poll97354625
FORD,Debbie Cox,dcox@fordcounty.net,,6202274550,6202274699.0,100 Gunsmoke,,,Dodge City,KS,67801,9:00:00 - 05:00,16:30:00 - 05:00,10/31/16,11/4/16,central,,133,"100 Gunsmoke, Dodge City, KS 67801",,09:00 AM - 04:30 PM,,ho97354625,false,true,,,,poll97354625
FORD,Debbie Cox,dcox@fordcounty.net,,6202274550,6202274699.0,100 Gunsmoke,,,Dodge City,KS,67801,9:00:00 - 06:00,12:00:00 - 06:00,11/7/16,11/7/16,central,,134,"100 Gunsmoke, Dodge City, KS 67801",,09:00 AM - 12:00 PM,,ho97354625,false,true,,,,poll97354625
FRANKLIN,Janet Paddock,jpaddock@franklincoks.org,,7852293410,7852293419.0,315 S Main,,,Ottawa,KS,66067,8:00:00 - 05:00,16:30:00 - 05:00,10/19/16,10/21/16,central,,135,"315 S Main, Ottawa, KS 66067",,08:00 AM - 04:30 PM,,ho45551726,false,true,,,,poll45551726
FRANKLIN,Janet Paddock,jpaddock@franklincoks.org,,7852293410,7852293419.0,315 S Main,,,Ottawa,KS,66067,8:00:00 - 05:00,16:30:00 - 05:00,10/24/16,10/28/16,central,,136,"315 S Main, Ottawa, KS 66067",,08:00 AM - 04:30 PM,,ho45551726,false,true,,,,poll45551726
FRANKLIN,Janet Paddock,jpaddock@franklincoks.org,,7852293410,7852293419.0,315 S Main,,,Ottawa,KS,66067,9:00:00 - 05:00,13:00:00 - 05:00,10/29/16,10/29/16,central,,137,"315 S Main, Ottawa, KS 66067",,09:00 AM - 01:00 PM,,ho45551726,false,true,,,,poll45551726
FRANKLIN,Janet Paddock,jpaddock@franklincoks.org,,7852293410,7852293419.0,315 S Main,,,Ottawa,KS,66067,8:00:00 - 05:00,16:30:00 - 05:00,10/31/16,11/4/16,central,,138,"315 S Main, Ottawa, KS 66067",,08:00 AM - 04:30 PM,,ho45551726,false,true,,,,poll45551726
FRANKLIN,Janet Paddock,jpaddock@franklincoks.org,,7852293410,7852293419.0,315 S Main,,,Ottawa,KS,66067,9:00:00 - 05:00,13:00:00 - 05:00,11/5/16,11/5/16,central,,139,"315 S Main, Ottawa, KS 66067",,09:00 AM - 01:00 PM,,ho45551726,false,true,,,,poll45551726
FRANKLIN,Janet Paddock,jpaddock@franklincoks.org,,7852293410,7852293419.0,315 S Main,,,Ottawa,KS,66067,8:00:00 - 06:00,12:00:00 - 06:00,11/7/16,11/7/16,central,,140,"315 S Main, Ottawa, KS 66067",,08:00 AM - 12:00 PM,,ho45551726,false,true,,,,poll45551726
GEARY,Rebecca Bossemeyer,rebecca.bossemeyer@gearycounty.org,,7852383912,7852385419.0,200 E. 8th Street,,,Junction City,KS,66441,8:30:00 - 05:00,17:00:00 - 05:00,10/19/16,10/21/16,central,Probably starting on 10-19-2016 but not sure. Will have some late nights too but thats not set. 830 - 5 are regular business hours. Close at noon on the 7th ,141,"200 E. 8th Street, Junction City, KS 66441",,08:30 AM - 05:00 PM,,ho39936985,false,true,,,,poll39936985
GEARY,Rebecca Bossemeyer,rebecca.bossemeyer@gearycounty.org,,7852383912,7852385419.0,200 E. 8th Street,,,Junction City,KS,66441,8:30:00 - 05:00,17:00:00 - 05:00,10/24/16,10/28/16,central,,142,"200 E. 8th Street, Junction City, KS 66441",,08:30 AM - 05:00 PM,,ho39936985,false,true,,,,poll39936985
GEARY,Rebecca Bossemeyer,rebecca.bossemeyer@gearycounty.org,,7852383912,7852385419.0,200 E. 8th Street,,,Junction City,KS,66441,8:30:00 - 05:00,17:00:00 - 05:00,10/31/16,11/4/16,central,,143,"200 E. 8th Street, Junction City, KS 66441",,08:30 AM - 05:00 PM,,ho39936985,false,true,,,,poll39936985
GEARY,Rebecca Bossemeyer,rebecca.bossemeyer@gearycounty.org,,7852383912,7852385419.0,200 E. 8th Street,,,Junction City,KS,66441,8:30:00 - 06:00,12:00:00 - 06:00,11/7/16,11/7/16,central,,144,"200 E. 8th Street, Junction City, KS 66441",,08:30 AM - 12:00 PM,,ho39936985,false,true,,,,poll39936985
GOVE,Doug Press,GO_county_clerk@wan.kdor.state.ks.us,,7859382300,7859384486.0,"520 Washington St., Suite 105",,,Gove,KS,67736,8:00:00 - 05:00,16:30:00 - 05:00,10/20/16,10/21/16,central,,145,"520 Washington St., Suite 105, Gove, KS 67736",,08:00 AM - 04:30 PM,,ho11729857,false,true,,,,poll11729857
GOVE,Doug Press,GO_county_clerk@wan.kdor.state.ks.us,,7859382300,7859384486.0,"520 Washington St., Suite 105",,,Gove,KS,67736,8:00:00 - 05:00,16:30:00 - 05:00,10/24/16,10/28/16,central,,146,"520 Washington St., Suite 105, Gove, KS 67736",,08:00 AM - 04:30 PM,,ho11729857,false,true,,,,poll11729857
GOVE,Doug Press,GO_county_clerk@wan.kdor.state.ks.us,,7859382300,7859384486.0,"520 Washington St., Suite 105",,,Gove,KS,67736,8:00:00 - 05:00,16:30:00 - 05:00,10/31/16,11/4/16,central,,147,"520 Washington St., Suite 105, Gove, KS 67736",,08:00 AM - 04:30 PM,,ho11729857,false,true,,,,poll11729857
GOVE,Doug Press,GO_county_clerk@wan.kdor.state.ks.us,,7859382300,7859384486.0,"520 Washington St., Suite 105",,,Gove,KS,67736,8:00:00 - 06:00,12:00:00 - 06:00,11/7/16,11/7/16,central,,148,"520 Washington St., Suite 105, Gove, KS 67736",,08:00 AM - 12:00 PM,,ho11729857,false,true,,,,poll11729857
GRAHAM,Jana Irby,grahcocl@ruraltel.net,,7854213453,7854216374.0,410 N Pomeroy,,,Hill City,KS,67642,8:00:00 - 05:00,17:00:00 - 05:00,10/26/16,10/28/16,central,,149,"410 N Pomeroy, Hill City, KS 67642",,08:00 AM - 05:00 PM,,ho55790840,false,true,,,,poll55790840
GRAHAM,Jana Irby,grahcocl@ruraltel.net,,7854213453,7854216374.0,410 N Pomeroy,,,Hill City,KS,67642,8:00:00 - 05:00,17:00:00 - 05:00,10/31/16,11/4/16,central,,150,"410 N Pomeroy, Hill City, KS 67642",,08:00 AM - 05:00 PM,,ho55790840,false,true,,,,poll55790840
GRAHAM,Jana Irby,grahcocl@ruraltel.net,,7854213453,7854216374.0,410 N Pomeroy,,,Hill City,KS,67642,8:00:00 - 06:00,12:00:00 - 06:00,11/7/16,11/7/16,central,,151,"410 N Pomeroy, Hill City, KS 67642",,08:00 AM - 12:00 PM,,ho55790840,false,true,,,,poll55790840
GRANT,Sheila Brown,clerk@pld.com,,6203561335,6203563081.0,108 S Glenn,,,Ulysses,KS,67880,8:00:00 - 05:00,17:00:00 - 05:00,10/24/16,10/28/16,central,,152,"108 S Glenn, Ulysses, KS 67880",,08:00 AM - 05:00 PM,,ho36308365,false,true,,,,poll36308365
GRANT,Sheila Brown,clerk@pld.com,,6203561335,6203563081.0,108 S Glenn,,,Ulysses,KS,67880,8:00:00 - 05:00,17:00:00 - 05:00,10/31/16,11/4/16,central,,153,"108 S Glenn, Ulysses, KS 67880",,08:00 AM - 05:00 PM,,ho36308365,false,true,,,,poll36308365
GRANT,Sheila Brown,clerk@pld.com,,6203561335,6203563081.0,108 S Glenn,,,Ulysses,KS,67880,8:00:00 - 06:00,12:00:00 - 06:00,11/7/16,11/7/16,central,,154,"108 S Glenn, Ulysses, KS 67880",,08:00 AM - 12:00 PM,,ho36308365,false,true,,,,poll36308365
GRAY,Ashley Rogers,arogers@grayco.org,,6208553618,6208553107.0,300 South Main Street,,,Cimarron,KS,67835-0487,8:00:00 - 05:00,17:00:00 - 05:00,10/19/16,10/21/16,central,,155,"300 South Main Street, Cimarron, KS 67835",,08:00 AM - 05:00 PM,,ho26774577,false,true,,,,poll26774577
GRAY,Ashley Rogers,arogers@grayco.org,,6208553618,6208553107.0,300 South Main Street,,,Cimarron,KS,67835-0487,8:00:00 - 05:00,17:00:00 - 05:00,10/24/16,10/28/16,central,,156,"300 South Main Street, Cimarron, KS 67835",,08:00 AM - 05:00 PM,,ho26774577,false,true,,,,poll26774577
GRAY,Ashley Rogers,arogers@grayco.org,,6208553618,6208553107.0,300 South Main Street,,,Cimarron,KS,67835-0487,8:00:00 - 05:00,17:00:00 - 05:00,10/31/16,11/4/16,central,,157,"300 South Main Street, Cimarron, KS 67835",,08:00 AM - 05:00 PM,,ho26774577,false,true,,,,poll26774577
GRAY,Ashley Rogers,arogers@grayco.org,,6208553618,6208553107.0,300 South Main Street,,,Cimarron,KS,67835-0487,8:00:00 - 06:00,12:00:00 - 06:00,11/7/16,11/7/16,central,,158,"300 South Main Street, Cimarron, KS 67835",,08:00 AM - 12:00 PM,,ho26774577,false,true,,,,poll26774577
GREELEY,Jerri Young,gcclerk@fairpoint.net,,6203764256,6203762294.0,208 E Harper St,,,Tribune,KS,67879,13:00:00 - 06:00,16:00:00 - 06:00,10/19/16,10/21/16,mountain,,159,"208 E Harper St, Tribune, KS 67879",,01:00 PM - 04:00 PM,,ho70110386,false,true,,,,poll70110386
GREELEY,Jerri Young,gcclerk@fairpoint.net,,6203764256,6203762294.0,208 E Harper St,,,Tribune,KS,67879,8:00:00 - 06:00,12:00:00 - 06:00,10/19/16,10/21/16,mountain,,160,"208 E Harper St, Tribune, KS 67879",,08:00 AM - 12:00 PM,,ho70110386,false,true,,,,poll70110386
