office_name,ocd_division,description,homepage,phone,email,street,city,state,zip,start_time,end_time,appt_one,appt_two,subject_to_change,start_date,end_date,ev_or_aip,index,address_line,directions,hours,photo_uri,hours_open_id,is_drop_box,is_early_voting,latitude,longitude,latlng_source,id
Burke County,ocd-division/country:us/state:nd/county:burke,Burke County ND,,(701) 377-2861,jsjensen@nd.gov,103 Main St SW,Bowbells,ND,58721,13:00:00 - 05:00,05:00:00 - 05:00,False,False,False,10-24-2016,10-28-2016,AIP,72,"103 Main St SW Bowbells, ND 58721",,01:00 PM - 05:00 AM,,ho75029662,false,true,,,,poll49963293
Burke County,ocd-division/country:us/state:nd/county:burke,Burke County ND,,(701) 377-2861,jsjensen@nd.gov,103 Main St SW,Bowbells,ND,58721,08:30:00 - 05:00,12:00:00 - 05:00,False,False,False,10-31-2016,11-04-2016,AIP,73,"103 Main St SW Bowbells, ND 58721",,08:30 AM - 12:00 PM,,ho75029662,false,true,,,,poll49963293
Burke County,ocd-division/country:us/state:nd/county:burke,Burke County ND,,(701) 377-2861,jsjensen@nd.gov,103 Main St SW,Bowbells,ND,58721,13:00:00 - 05:00,05:00:00 - 05:00,False,False,False,10-31-2016,11-04-2016,AIP,74,"103 Main St SW Bowbells, ND 58721",,01:00 PM - 05:00 AM,,ho75029662,false,true,,,,poll49963293
Burke County,ocd-division/country:us/state:nd/county:burke,Burke County ND,,(701) 377-2861,jsjensen@nd.gov,103 Main St SW,Bowbells,ND,58721,08:30:00 - 06:00,12:00:00 - 06:00,False,False,False,11-07-2016,11-07-2016,AIP,75,"103 Main St SW Bowbells, ND 58721",,08:30 AM - 12:00 PM,,ho75029662,false,true,,,,poll49963293
Burke County,ocd-division/country:us/state:nd/county:burke,Burke County ND,,(701) 377-2861,jsjensen@nd.gov,103 Main St SW,Bowbells,ND,58721,13:00:00 - 06:00,05:00:00 - 06:00,False,False,False,11-07-2016,11-07-2016,AIP,76,"103 Main St SW Bowbells, ND 58721",,01:00 PM - 05:00 AM,,ho75029662,false,true,,,,poll49963293
Burleigh County,ocd-division/country:us/state:nd/county:burleigh,Burleigh County ND,,(701) 222-6718,kglatt@nd.gov,"221 N 5th St, Auditor/Treasurer's Office ",Bismarck,ND,58501,08:00:00 - 05:00,17:00:00 - 05:00,False,False,False,09-29-2016,09-30-2016,AIP,77,"221 N 5th St, Auditor/Treasurer's Office  Bismarck, ND 58501",,08:00 AM - 05:00 PM,,ho86717340,false,true,,,,poll65084700
Burleigh County,ocd-division/country:us/state:nd/county:burleigh,Burleigh County ND,,(701) 222-6718,kglatt@nd.gov,"221 N 5th St, Auditor/Treasurer's Office ",Bismarck,ND,58501,08:00:00 - 05:00,17:00:00 - 05:00,False,False,False,10-03-2016,10-07-2016,AIP,78,"221 N 5th St, Auditor/Treasurer's Office  Bismarck, ND 58501",,08:00 AM - 05:00 PM,,ho86717340,false,true,,,,poll65084700
Burleigh County,ocd-division/country:us/state:nd/county:burleigh,Burleigh County ND,,(701) 222-6718,kglatt@nd.gov,"221 N 5th St, Auditor/Treasurer's Office ",Bismarck,ND,58501,08:00:00 - 05:00,17:00:00 - 05:00,False,False,False,10-10-2016,10-14-2016,AIP,79,"221 N 5th St, Auditor/Treasurer's Office  Bismarck, ND 58501",,08:00 AM - 05:00 PM,,ho86717340,false,true,,,,poll65084700
Burleigh County,ocd-division/country:us/state:nd/county:burleigh,Burleigh County ND,,(701) 222-6718,kglatt@nd.gov,"221 N 5th St, Auditor/Treasurer's Office ",Bismarck,ND,58501,08:00:00 - 05:00,17:00:00 - 05:00,False,False,False,10-17-2016,10-21-2016,AIP,80,"221 N 5th St, Auditor/Treasurer's Office  Bismarck, ND 58501",,08:00 AM - 05:00 PM,,ho86717340,false,true,,,,poll65084700
Burleigh County,ocd-division/country:us/state:nd/county:burleigh,Burleigh County ND,,(701) 222-6718,kglatt@nd.gov,"221 N 5th St, Auditor/Treasurer's Office ",Bismarck,ND,58501,08:00:00 - 05:00,17:00:00 - 05:00,False,False,False,10-24-2016,10-28-2016,AIP,81,"221 N 5th St, Auditor/Treasurer's Office  Bismarck, ND 58501",,08:00 AM - 05:00 PM,,ho86717340,false,true,,,,poll65084700
Burleigh County,ocd-division/country:us/state:nd/county:burleigh,Burleigh County ND,,(701) 222-6718,kglatt@nd.gov,"221 N 5th St, 1st Fl Conf Rm",Bismarck,ND,58501,12:00:00 - 05:00,17:30:00 - 05:00,False,False,False,10-25-2016,10-25-2016,EV,82,"221 N 5th St, 1st Fl Conf Rm Bismarck, ND 58501",,12:00 PM - 05:30 PM,,ho92824911,false,true,,,,poll90974807
Burleigh County,ocd-division/country:us/state:nd/county:burleigh,Burleigh County ND,,(701) 222-6718,kglatt@nd.gov,"221 N 5th St, 1st Fl Conf Rm",Bismarck,ND,58501,10:00:00 - 05:00,17:30:00 - 05:00,False,False,False,10-26-2016,10-28-2016,EV,83,"221 N 5th St, 1st Fl Conf Rm Bismarck, ND 58501",,10:00 AM - 05:30 PM,,ho92824911,false,true,,,,poll90974807
Burleigh County,ocd-division/country:us/state:nd/county:burleigh,Burleigh County ND,,(701) 222-6718,kglatt@nd.gov,"221 N 5th St, 1st Fl Conf Rm",Bismarck,ND,58501,09:30:00 - 05:00,13:00:00 - 05:00,False,False,False,10-29-2016,10-29-2016,EV,84,"221 N 5th St, 1st Fl Conf Rm Bismarck, ND 58501",,09:30 AM - 01:00 PM,,ho92824911,false,true,,,,poll90974807
Burleigh County,ocd-division/country:us/state:nd/county:burleigh,Burleigh County ND,,(701) 222-6718,kglatt@nd.gov,"221 N 5th St, Auditor/Treasurer's Office ",Bismarck,ND,58501,08:00:00 - 05:00,17:00:00 - 05:00,False,False,False,10-31-2016,11-04-2016,AIP,85,"221 N 5th St, Auditor/Treasurer's Office  Bismarck, ND 58501",,08:00 AM - 05:00 PM,,ho86717340,false,true,,,,poll65084700
Burleigh County,ocd-division/country:us/state:nd/county:burleigh,Burleigh County ND,,(701) 222-6718,kglatt@nd.gov,"221 N 5th St, 1st Fl Conf Rm",Bismarck,ND,58501,10:00:00 - 05:00,17:30:00 - 05:00,False,False,False,10-31-2016,11-04-2016,EV,86,"221 N 5th St, 1st Fl Conf Rm Bismarck, ND 58501",,10:00 AM - 05:30 PM,,ho92824911,false,true,,,,poll90974807
Burleigh County,ocd-division/country:us/state:nd/county:burleigh,Burleigh County ND,,(701) 222-6718,kglatt@nd.gov,"221 N 5th St, 1st Fl Conf Rm",Bismarck,ND,58501,09:30:00 - 05:00,13:00:00 - 05:00,False,False,False,11-05-2016,11-05-2016,EV,87,"221 N 5th St, 1st Fl Conf Rm Bismarck, ND 58501",,09:30 AM - 01:00 PM,,ho92824911,false,true,,,,poll90974807
Burleigh County,ocd-division/country:us/state:nd/county:burleigh,Burleigh County ND,,(701) 222-6718,kglatt@nd.gov,"221 N 5th St, Auditor/Treasurer's Office ",Bismarck,ND,58501,08:00:00 - 06:00,17:00:00 - 06:00,False,False,False,11-07-2016,11-07-2016,AIP,88,"221 N 5th St, Auditor/Treasurer's Office  Bismarck, ND 58501",,08:00 AM - 05:00 PM,,ho86717340,false,true,,,,poll65084700
Burleigh County,ocd-division/country:us/state:nd/county:burleigh,Burleigh County ND,,(701) 222-6718,kglatt@nd.gov,"221 N 5th St, 1st Fl Conf Rm",Bismarck,ND,58501,10:00:00 - 06:00,17:00:00 - 06:00,False,False,False,11-07-2016,11-07-2016,EV,89,"221 N 5th St, 1st Fl Conf Rm Bismarck, ND 58501",,10:00 AM - 05:00 PM,,ho92824911,false,true,,,,poll90974807
Cass County,ocd-division/country:us/state:nd/county:cass,Cass County ND,,(701) 241-5600,election@casscountynd.gov,211 9th Street South,Fargo,ND,58103,08:00:00 - 05:00,17:00:00 - 05:00,False,False,False,09-29-2016,09-30-2016,AIP,90,"211 9th Street South Fargo, ND 58103",,08:00 AM - 05:00 PM,,ho8201664,false,true,,,,poll2235679
Cass County,ocd-division/country:us/state:nd/county:cass,Cass County ND,,(701) 241-5600,election@casscountynd.gov,211 9th Street South,Fargo,ND,58103,08:00:00 - 05:00,17:00:00 - 05:00,False,False,False,10-03-2016,10-07-2016,AIP,91,"211 9th Street South Fargo, ND 58103",,08:00 AM - 05:00 PM,,ho8201664,false,true,,,,poll2235679
Cass County,ocd-division/country:us/state:nd/county:cass,Cass County ND,,(701) 241-5600,election@casscountynd.gov,211 9th Street South,Fargo,ND,58103,08:00:00 - 05:00,17:00:00 - 05:00,False,False,False,10-10-2016,10-14-2016,AIP,92,"211 9th Street South Fargo, ND 58103",,08:00 AM - 05:00 PM,,ho8201664,false,true,,,,poll2235679
Cass County,ocd-division/country:us/state:nd/county:cass,Cass County ND,,(701) 241-5600,election@casscountynd.gov,211 9th Street South,Fargo,ND,58103,08:00:00 - 05:00,17:00:00 - 05:00,False,False,False,10-17-2016,10-21-2016,AIP,93,"211 9th Street South Fargo, ND 58103",,08:00 AM - 05:00 PM,,ho8201664,false,true,,,,poll2235679
Cass County,ocd-division/country:us/state:nd/county:cass,Cass County ND,,(701) 241-5600,election@casscountynd.gov,211 9th Street South,Fargo,ND,58103,08:00:00 - 05:00,17:00:00 - 05:00,False,False,False,10-24-2016,10-28-2016,AIP,94,"211 9th Street South Fargo, ND 58103",,08:00 AM - 05:00 PM,,ho8201664,false,true,,,,poll2235679
Cass County,ocd-division/country:us/state:nd/county:cass,Cass County ND,,(701) 241-5600,election@casscountynd.gov,211 9th Street South,Fargo,ND,58103,08:00:00 - 05:00,17:00:00 - 05:00,False,False,False,10-31-2016,11-04-2016,AIP,95,"211 9th Street South Fargo, ND 58103",,08:00 AM - 05:00 PM,,ho8201664,false,true,,,,poll2235679
Cass County,ocd-division/country:us/state:nd/county:cass,Cass County ND,,(701) 241-5600,election@casscountynd.gov,"Baymont Inn and Suites, 3333 13th Ave S",Fargo,ND,58103,10:00:00 - 05:00,19:00:00 - 05:00,False,False,False,10-31-2016,11-04-2016,EV,96,"Baymont Inn and Suites, 3333 13th Ave S Fargo, ND 58103",,10:00 AM - 07:00 PM,,ho7815326,false,true,,,,poll53649240
Cass County,ocd-division/country:us/state:nd/county:cass,Cass County ND,,(701) 241-5600,election@casscountynd.gov,"Cambria Suites - West Fargo, 825 E Beaton Dr",West Fargo,ND,58078,10:00:00 - 05:00,19:00:00 - 05:00,False,False,False,10-31-2016,11-04-2016,EV,97,"Cambria Suites - West Fargo, 825 E Beaton Dr West Fargo, ND 58078",,10:00 AM - 07:00 PM,,ho77728142,false,true,,,,poll29980186
Cass County,ocd-division/country:us/state:nd/county:cass,Cass County ND,,(701) 241-5600,election@casscountynd.gov,"FargoDome, 1800 N University Dr",Fargo,ND,58102,10:00:00 - 05:00,19:00:00 - 05:00,False,False,False,10-31-2016,11-04-2016,EV,98,"FargoDome, 1800 N University Dr Fargo, ND 58102",,10:00 AM - 07:00 PM,,ho2914881,false,true,,,,poll20416247
Cass County,ocd-division/country:us/state:nd/county:cass,Cass County ND,,(701) 241-5600,election@casscountynd.gov,"Days Inn Casselton/Fargo, 2050 Governor's Dr",Casselton,ND,58012,10:00:00 - 05:00,19:00:00 - 05:00,False,False,False,11-02-2016,11-04-2016,EV,99,"Days Inn Casselton/Fargo, 2050 Governor's Dr Casselton, ND 58012",,10:00 AM - 07:00 PM,,ho49810225,false,true,,,,poll95806901
Cass County,ocd-division/country:us/state:nd/county:cass,Cass County ND,,(701) 241-5600,election@casscountynd.gov,211 9th Street South,Fargo,ND,58103,08:00:00 - 06:00,17:00:00 - 06:00,False,False,False,11-07-2016,11-07-2016,AIP,100,"211 9th Street South Fargo, ND 58103",,08:00 AM - 05:00 PM,,ho8201664,false,true,,,,poll2235679
Cavalier County,ocd-division/country:us/state:nd/county:cavalier,Cavalier County ND,,(701) 256-2229,lgellner@nd.gov,"901 3rd St, Ste 15",Langdon,ND,58249-2457,08:30:00 - 05:00,16:00:00 - 05:00,False,False,False,09-29-2016,09-30-2016,AIP,101,"901 3rd St, Ste 15 Langdon, ND 58249",,08:30 AM - 04:00 PM,,ho67188979,false,true,,,,poll64575838
Cavalier County,ocd-division/country:us/state:nd/county:cavalier,Cavalier County ND,,(701) 256-2229,lgellner@nd.gov,"901 3rd St, Ste 15",Langdon,ND,58249-2457,08:30:00 - 05:00,16:00:00 - 05:00,False,False,False,10-03-2016,10-07-2016,AIP,102,"901 3rd St, Ste 15 Langdon, ND 58249",,08:30 AM - 04:00 PM,,ho67188979,false,true,,,,poll64575838
Cavalier County,ocd-division/country:us/state:nd/county:cavalier,Cavalier County ND,,(701) 256-2229,lgellner@nd.gov,"901 3rd St, Ste 15",Langdon,ND,58249-2457,08:30:00 - 05:00,16:00:00 - 05:00,False,False,False,10-10-2016,10-14-2016,AIP,103,"901 3rd St, Ste 15 Langdon, ND 58249",,08:30 AM - 04:00 PM,,ho67188979,false,true,,,,poll64575838
Cavalier County,ocd-division/country:us/state:nd/county:cavalier,Cavalier County ND,,(701) 256-2229,lgellner@nd.gov,"901 3rd St, Ste 15",Langdon,ND,58249-2457,08:30:00 - 05:00,16:00:00 - 05:00,False,False,False,10-17-2016,10-21-2016,AIP,104,"901 3rd St, Ste 15 Langdon, ND 58249",,08:30 AM - 04:00 PM,,ho67188979,false,true,,,,poll64575838
Cavalier County,ocd-division/country:us/state:nd/county:cavalier,Cavalier County ND,,(701) 256-2229,lgellner@nd.gov,"901 3rd St, Ste 15",Langdon,ND,58249-2457,08:30:00 - 05:00,16:00:00 - 05:00,False,False,False,10-24-2016,10-28-2016,AIP,105,"901 3rd St, Ste 15 Langdon, ND 58249",,08:30 AM - 04:00 PM,,ho67188979,false,true,,,,poll64575838
Cavalier County,ocd-division/country:us/state:nd/county:cavalier,Cavalier County ND,,(701) 256-2229,lgellner@nd.gov,"901 3rd St, Ste 15",Langdon,ND,58249-2457,08:30:00 - 05:00,16:00:00 - 05:00,False,False,False,10-31-2016,11-04-2016,AIP,106,"901 3rd St, Ste 15 Langdon, ND 58249",,08:30 AM - 04:00 PM,,ho67188979,false,true,,,,poll64575838
Cavalier County,ocd-division/country:us/state:nd/county:cavalier,Cavalier County ND,,(701) 256-2229,lgellner@nd.gov,"901 3rd St, Ste 15",Langdon,ND,58249-2457,08:30:00 - 06:00,16:00:00 - 06:00,False,False,False,11-07-2016,11-07-2016,AIP,107,"901 3rd St, Ste 15 Langdon, ND 58249",,08:30 AM - 04:00 PM,,ho67188979,false,true,,,,poll64575838
Dickey County,ocd-division/country:us/state:nd/county:dickey,Dickey County ND,,"(701) 349-3249, ext. 3",bkuska@nd.gov,309 N. 2nd Street,Ellendale,ND,58436,08:00:00 - 05:00,12:00:00 - 05:00,False,False,False,09-29-2016,09-30-2016,AIP,108,"309 N. 2nd Street Ellendale, ND 58436",,08:00 AM - 12:00 PM,,ho65029778,false,true,,,,poll84628882
Dickey County,ocd-division/country:us/state:nd/county:dickey,Dickey County ND,,"(701) 349-3249, ext. 3",bkuska@nd.gov,309 N. 2nd Street,Ellendale,ND,58436,12:30:00 - 05:00,16:30:00 - 05:00,False,False,False,09-29-2016,09-30-2016,AIP,109,"309 N. 2nd Street Ellendale, ND 58436",,12:30 PM - 04:30 PM,,ho65029778,false,true,,,,poll84628882
Dickey County,ocd-division/country:us/state:nd/county:dickey,Dickey County ND,,"(701) 349-3249, ext. 3",bkuska@nd.gov,309 N. 2nd Street,Ellendale,ND,58436,08:00:00 - 05:00,12:00:00 - 05:00,False,False,False,10-03-2016,10-07-2016,AIP,110,"309 N. 2nd Street Ellendale, ND 58436",,08:00 AM - 12:00 PM,,ho65029778,false,true,,,,poll84628882
Dickey County,ocd-division/country:us/state:nd/county:dickey,Dickey County ND,,"(701) 349-3249, ext. 3",bkuska@nd.gov,309 N. 2nd Street,Ellendale,ND,58436,12:30:00 - 05:00,16:30:00 - 05:00,False,False,False,10-03-2016,10-07-2016,AIP,111,"309 N. 2nd Street Ellendale, ND 58436",,12:30 PM - 04:30 PM,,ho65029778,false,true,,,,poll84628882
Dickey County,ocd-division/country:us/state:nd/county:dickey,Dickey County ND,,"(701) 349-3249, ext. 3",bkuska@nd.gov,309 N. 2nd Street,Ellendale,ND,58436,08:00:00 - 05:00,12:00:00 - 05:00,False,False,False,10-10-2016,10-14-2016,AIP,112,"309 N. 2nd Street Ellendale, ND 58436",,08:00 AM - 12:00 PM,,ho65029778,false,true,,,,poll84628882
Dickey County,ocd-division/country:us/state:nd/county:dickey,Dickey County ND,,"(701) 349-3249, ext. 3",bkuska@nd.gov,309 N. 2nd Street,Ellendale,ND,58436,12:30:00 - 05:00,16:30:00 - 05:00,False,False,False,10-10-2016,10-14-2016,AIP,113,"309 N. 2nd Street Ellendale, ND 58436",,12:30 PM - 04:30 PM,,ho65029778,false,true,,,,poll84628882
Dickey County,ocd-division/country:us/state:nd/county:dickey,Dickey County ND,,"(701) 349-3249, ext. 3",bkuska@nd.gov,309 N. 2nd Street,Ellendale,ND,58436,08:00:00 - 05:00,12:00:00 - 05:00,False,False,False,10-17-2016,10-21-2016,AIP,114,"309 N. 2nd Street Ellendale, ND 58436",,08:00 AM - 12:00 PM,,ho65029778,false,true,,,,poll84628882
Dickey County,ocd-division/country:us/state:nd/county:dickey,Dickey County ND,,"(701) 349-3249, ext. 3",bkuska@nd.gov,309 N. 2nd Street,Ellendale,ND,58436,12:30:00 - 05:00,16:30:00 - 05:00,False,False,False,10-17-2016,10-21-2016,AIP,115,"309 N. 2nd Street Ellendale, ND 58436",,12:30 PM - 04:30 PM,,ho65029778,false,true,,,,poll84628882
Dickey County,ocd-division/country:us/state:nd/county:dickey,Dickey County ND,,"(701) 349-3249, ext. 3",bkuska@nd.gov,309 N. 2nd Street,Ellendale,ND,58436,08:00:00 - 05:00,12:00:00 - 05:00,False,False,False,10-24-2016,10-28-2016,AIP,116,"309 N. 2nd Street Ellendale, ND 58436",,08:00 AM - 12:00 PM,,ho65029778,false,true,,,,poll84628882
Dickey County,ocd-division/country:us/state:nd/county:dickey,Dickey County ND,,"(701) 349-3249, ext. 3",bkuska@nd.gov,309 N. 2nd Street,Ellendale,ND,58436,12:30:00 - 05:00,16:30:00 - 05:00,False,False,False,10-24-2016,10-28-2016,AIP,117,"309 N. 2nd Street Ellendale, ND 58436",,12:30 PM - 04:30 PM,,ho65029778,false,true,,,,poll84628882
Dickey County,ocd-division/country:us/state:nd/county:dickey,Dickey County ND,,"(701) 349-3249, ext. 3",bkuska@nd.gov,309 N. 2nd Street,Ellendale,ND,58436,08:00:00 - 05:00,12:00:00 - 05:00,False,False,False,10-31-2016,11-04-2016,AIP,118,"309 N. 2nd Street Ellendale, ND 58436",,08:00 AM - 12:00 PM,,ho65029778,false,true,,,,poll84628882
Dickey County,ocd-division/country:us/state:nd/county:dickey,Dickey County ND,,"(701) 349-3249, ext. 3",bkuska@nd.gov,309 N. 2nd Street,Ellendale,ND,58436,12:30:00 - 05:00,16:30:00 - 05:00,False,False,False,10-31-2016,11-04-2016,AIP,119,"309 N. 2nd Street Ellendale, ND 58436",,12:30 PM - 04:30 PM,,ho65029778,false,true,,,,poll84628882
Dickey County,ocd-division/country:us/state:nd/county:dickey,Dickey County ND,,"(701) 349-3249, ext. 3",bkuska@nd.gov,309 N. 2nd Street,Ellendale,ND,58436,08:00:00 - 06:00,12:00:00 - 06:00,False,False,False,11-07-2016,11-07-2016,AIP,120,"309 N. 2nd Street Ellendale, ND 58436",,08:00 AM - 12:00 PM,,ho65029778,false,true,,,,poll84628882
Dickey County,ocd-division/country:us/state:nd/county:dickey,Dickey County ND,,"(701) 349-3249, ext. 3",bkuska@nd.gov,309 N. 2nd Street,Ellendale,ND,58436,12:30:00 - 06:00,16:30:00 - 06:00,False,False,False,11-07-2016,11-07-2016,AIP,121,"309 N. 2nd Street Ellendale, ND 58436",,12:30 PM - 04:30 PM,,ho65029778,false,true,,,,poll84628882
Divide County,ocd-division/country:us/state:nd/county:divide,Divide County ND,,(701) 965-6351,gjastrze@nd.gov,200 N Main St,Crosby,ND,58730,08:30:00 - 05:00,12:00:00 - 05:00,False,False,False,09-29-2016,09-30-2016,AIP,122,"200 N Main St Crosby, ND 58730",,08:30 AM - 12:00 PM,,ho78481118,false,true,,,,poll2805819
Divide County,ocd-division/country:us/state:nd/county:divide,Divide County ND,,(701) 965-6351,gjastrze@nd.gov,200 N Main St,Crosby,ND,58730,13:00:00 - 05:00,17:00:00 - 05:00,False,False,False,09-29-2016,09-30-2016,AIP,123,"200 N Main St Crosby, ND 58730",,01:00 PM - 05:00 PM,,ho78481118,false,true,,,,poll2805819
Divide County,ocd-division/country:us/state:nd/county:divide,Divide County ND,,(701) 965-6351,gjastrze@nd.gov,200 N Main St,Crosby,ND,58730,08:30:00 - 05:00,12:00:00 - 05:00,False,False,False,10-03-2016,10-07-2016,AIP,124,"200 N Main St Crosby, ND 58730",,08:30 AM - 12:00 PM,,ho78481118,false,true,,,,poll2805819
Divide County,ocd-division/country:us/state:nd/county:divide,Divide County ND,,(701) 965-6351,gjastrze@nd.gov,200 N Main St,Crosby,ND,58730,13:00:00 - 05:00,17:00:00 - 05:00,False,False,False,10-03-2016,10-07-2016,AIP,125,"200 N Main St Crosby, ND 58730",,01:00 PM - 05:00 PM,,ho78481118,false,true,,,,poll2805819
Divide County,ocd-division/country:us/state:nd/county:divide,Divide County ND,,(701) 965-6351,gjastrze@nd.gov,200 N Main St,Crosby,ND,58730,08:30:00 - 05:00,12:00:00 - 05:00,False,False,False,10-10-2016,10-14-2016,AIP,126,"200 N Main St Crosby, ND 58730",,08:30 AM - 12:00 PM,,ho78481118,false,true,,,,poll2805819
Divide County,ocd-division/country:us/state:nd/county:divide,Divide County ND,,(701) 965-6351,gjastrze@nd.gov,200 N Main St,Crosby,ND,58730,13:00:00 - 05:00,17:00:00 - 05:00,False,False,False,10-10-2016,10-14-2016,AIP,127,"200 N Main St Crosby, ND 58730",,01:00 PM - 05:00 PM,,ho78481118,false,true,,,,poll2805819
Divide County,ocd-division/country:us/state:nd/county:divide,Divide County ND,,(701) 965-6351,gjastrze@nd.gov,200 N Main St,Crosby,ND,58730,08:30:00 - 05:00,12:00:00 - 05:00,False,False,False,10-17-2016,10-21-2016,AIP,128,"200 N Main St Crosby, ND 58730",,08:30 AM - 12:00 PM,,ho78481118,false,true,,,,poll2805819
Divide County,ocd-division/country:us/state:nd/county:divide,Divide County ND,,(701) 965-6351,gjastrze@nd.gov,200 N Main St,Crosby,ND,58730,13:00:00 - 05:00,17:00:00 - 05:00,False,False,False,10-17-2016,10-21-2016,AIP,129,"200 N Main St Crosby, ND 58730",,01:00 PM - 05:00 PM,,ho78481118,false,true,,,,poll2805819
Divide County,ocd-division/country:us/state:nd/county:divide,Divide County ND,,(701) 965-6351,gjastrze@nd.gov,200 N Main St,Crosby,ND,58730,08:30:00 - 05:00,12:00:00 - 05:00,False,False,False,10-24-2016,10-28-2016,AIP,130,"200 N Main St Crosby, ND 58730",,08:30 AM - 12:00 PM,,ho78481118,false,true,,,,poll2805819
Divide County,ocd-division/country:us/state:nd/county:divide,Divide County ND,,(701) 965-6351,gjastrze@nd.gov,200 N Main St,Crosby,ND,58730,13:00:00 - 05:00,17:00:00 - 05:00,False,False,False,10-24-2016,10-28-2016,AIP,131,"200 N Main St Crosby, ND 58730",,01:00 PM - 05:00 PM,,ho78481118,false,true,,,,poll2805819
Divide County,ocd-division/country:us/state:nd/county:divide,Divide County ND,,(701) 965-6351,gjastrze@nd.gov,200 N Main St,Crosby,ND,58730,08:30:00 - 05:00,12:00:00 - 05:00,False,False,False,10-31-2016,11-04-2016,AIP,132,"200 N Main St Crosby, ND 58730",,08:30 AM - 12:00 PM,,ho78481118,false,true,,,,poll2805819
Divide County,ocd-division/country:us/state:nd/county:divide,Divide County ND,,(701) 965-6351,gjastrze@nd.gov,200 N Main St,Crosby,ND,58730,13:00:00 - 05:00,17:00:00 - 05:00,False,False,False,10-31-2016,11-04-2016,AIP,133,"200 N Main St Crosby, ND 58730",,01:00 PM - 05:00 PM,,ho78481118,false,true,,,,poll2805819
Divide County,ocd-division/country:us/state:nd/county:divide,Divide County ND,,(701) 965-6351,gjastrze@nd.gov,200 N Main St,Crosby,ND,58730,08:30:00 - 06:00,12:00:00 - 06:00,False,False,False,11-07-2016,11-07-2016,AIP,134,"200 N Main St Crosby, ND 58730",,08:30 AM - 12:00 PM,,ho78481118,false,true,,,,poll2805819
Divide County,ocd-division/country:us/state:nd/county:divide,Divide County ND,,(701) 965-6351,gjastrze@nd.gov,200 N Main St,Crosby,ND,58730,13:00:00 - 06:00,17:00:00 - 06:00,False,False,False,11-07-2016,11-07-2016,AIP,135,"200 N Main St Crosby, ND 58730",,01:00 PM - 05:00 PM,,ho78481118,false,true,,,,poll2805819
Dunn County,ocd-division/country:us/state:nd/county:dunn,Dunn County ND,,(701) 573-4448,tracey.dolezal@dunncountynd.org,205 Owens Street,Manning,ND,58642-0105,08:00:00 - 06:00,16:30:00 - 06:00,False,False,False,09-29-2016,09-30-2016,AIP,136,"205 Owens Street Manning, ND 58642",,08:00 AM - 04:30 PM,,ho2142010,false,true,,,,poll91386007
Dunn County,ocd-division/country:us/state:nd/county:dunn,Dunn County ND,,(701) 573-4448,tracey.dolezal@dunncountynd.org,205 Owens Street,Manning,ND,58642-0105,08:00:00 - 06:00,16:30:00 - 06:00,False,False,False,10-03-2016,10-07-2016,AIP,137,"205 Owens Street Manning, ND 58642",,08:00 AM - 04:30 PM,,ho2142010,false,true,,,,poll91386007
Dunn County,ocd-division/country:us/state:nd/county:dunn,Dunn County ND,,(701) 573-4448,tracey.dolezal@dunncountynd.org,205 Owens Street,Manning,ND,58642-0105,08:00:00 - 06:00,16:30:00 - 06:00,False,False,False,10-10-2016,10-14-2016,AIP,138,"205 Owens Street Manning, ND 58642",,08:00 AM - 04:30 PM,,ho2142010,false,true,,,,poll91386007
Dunn County,ocd-division/country:us/state:nd/county:dunn,Dunn County ND,,(701) 573-4448,tracey.dolezal@dunncountynd.org,205 Owens Street,Manning,ND,58642-0105,08:00:00 - 06:00,16:30:00 - 06:00,False,False,False,10-17-2016,10-21-2016,AIP,139,"205 Owens Street Manning, ND 58642",,08:00 AM - 04:30 PM,,ho2142010,false,true,,,,poll91386007
Dunn County,ocd-division/country:us/state:nd/county:dunn,Dunn County ND,,(701) 573-4448,tracey.dolezal@dunncountynd.org,205 Owens Street,Manning,ND,58642-0105,08:00:00 - 06:00,16:30:00 - 06:00,False,False,False,10-24-2016,10-28-2016,AIP,140,"205 Owens Street Manning, ND 58642",,08:00 AM - 04:30 PM,,ho2142010,false,true,,,,poll91386007
Dunn County,ocd-division/country:us/state:nd/county:dunn,Dunn County ND,,(701) 573-4448,tracey.dolezal@dunncountynd.org,205 Owens Street,Manning,ND,58642-0105,08:00:00 - 06:00,16:30:00 - 06:00,False,False,False,10-31-2016,11-04-2016,AIP,141,"205 Owens Street Manning, ND 58642",,08:00 AM - 04:30 PM,,ho2142010,false,true,,,,poll91386007
Dunn County,ocd-division/country:us/state:nd/county:dunn,Dunn County ND,,(701) 573-4448,tracey.dolezal@dunncountynd.org,205 Owens Street,Manning,ND,58642-0105,08:00:00 - 07:00,16:30:00 - 07:00,False,False,False,11-07-2016,11-07-2016,AIP,142,"205 Owens Street Manning, ND 58642",,08:00 AM - 04:30 PM,,ho2142010,false,true,,,,poll91386007
Eddy County,ocd-division/country:us/state:nd/county:eddy,Eddy County ND,,"(701) 947-2434, ext. 2020",pawilliams@nd.gov,"524 Central Ave, Ste 201",New Rockford,ND,58356-1652,08:00:00 - 05:00,12:00:00 - 05:00,False,False,False,09-29-2016,09-30-2016,AIP,143,"524 Central Ave, Ste 201 New Rockford, ND 58356",,08:00 AM - 12:00 PM,,ho54861887,false,true,,,,poll37212442
