ocd-division,County,Location Name,Address 1,Address 2,City,State,Zip,start_time,end_time,start_date,end_date
ocd-division/country:us/state:georgia/county:coweta,Coweta County,Coweta County Voter Registration Office, 22 East Broad Street, Room 128,Newnan,GA, 30263 ,08:30:00 - 04:00,16:30:00 - 04:00,10-24-16,10-28-16
ocd-division/country:us/state:georgia/county:coweta,Coweta County,Coweta County Voter Registration Office, 22 East Broad Street, Room 128,Newnan,GA, 30263 ,09:00:00 - 04:00,16:00:00 - 04:00,10-29-16,10-29-16
ocd-division/country:us/state:georgia/county:coweta,Coweta County,Coweta County Voter Registration Office, 22 East Broad Street, Room 128,Newnan,GA, 30263 ,08:30:00 - 04:00,16:30:00 - 04:00,10-31-16,11-04-16
ocd-division/country:us/state:georgia/county:coweta,Coweta County,East Side Central Community Center, 65 Literary Lane,,Newnan,GA, 30265,08:30:00 - 04:00,16:30:00 - 04:00,10-17-16,10-21-16
ocd-division/country:us/state:georgia/county:coweta,Coweta County,East Side Central Community Center, 65 Literary Lane,,Newnan,GA, 30265,09:00:00 - 04:00,12:00:00 - 04:00,10-22-16,10-22-16
ocd-division/country:us/state:georgia/county:coweta,Coweta County,East Side Central Community Center, 65 Literary Lane,,Newnan,GA, 30265,08:30:00 - 04:00,16:30:00 - 04:00,10-24-16,10-28-16
ocd-division/country:us/state:georgia/county:coweta,Coweta County,East Side Central Community Center, 65 Literary Lane,,Newnan,GA, 30265,09:00:00 - 04:00,16:00:00 - 04:00,10-29-16,10-29-16
ocd-division/country:us/state:georgia/county:coweta,Coweta County,East Side Central Community Center, 65 Literary Lane,,Newnan,GA, 30265,08:30:00 - 04:00,16:30:00 - 04:00,10-31-16,11-04-16
ocd-division/country:us/state:georgia/county:crisp,Crisp County,Government Center, 210 S 7th St, Room 103,Cordele,GA,31015,08:00:00 - 04:00,17:00:00 - 04:00,10-17-16,10-21-16
ocd-division/country:us/state:georgia/county:crisp,Crisp County,Government Center, 210 S 7th St, Room 103,Cordele,GA,31015,08:00:00 - 04:00,17:00:00 - 04:00,10-24-16,10-28-16
ocd-division/country:us/state:georgia/county:crisp,Crisp County,Government Center, 210 S 7th St, Room 103,Cordele,GA,31015,09:00:00 - 04:00,16:00:00 - 04:00,10-29-16,10-29-16
ocd-division/country:us/state:georgia/county:crisp,Crisp County,Government Center, 210 S 7th St, Room 103,Cordele,GA,31015,08:00:00 - 04:00,17:00:00 - 04:00,10-31-16,11-04-16
ocd-division/country:us/state:georgia/county:crisp,Crisp County,Government Center Annex ,110 W 13th Ave,,Cordele,GA,31015 ,08:30:00 - 04:00,16:30:00 - 04:00,10-31-16,11-04-16
ocd-division/country:us/state:georgia/county:dawson,Dawson County,Board of Elections and Registration,96 Academy Avenue,,Dawsonville,GA, 30534 ,08:00:00 - 04:00,17:00:00 - 04:00,10-17-16,10-21-16
ocd-division/country:us/state:georgia/county:dawson,Dawson County,Board of Elections and Registration,96 Academy Avenue,,Dawsonville,GA, 30534 ,08:00:00 - 04:00,17:00:00 - 04:00,10-24-16,10-28-16
ocd-division/country:us/state:georgia/county:dawson,Dawson County,Board of Elections and Registration,96 Academy Avenue,,Dawsonville,GA, 30534 ,09:00:00 - 04:00,16:00:00 - 04:00,10-29-16,10-29-16
ocd-division/country:us/state:georgia/county:dawson,Dawson County,Board of Elections and Registration,96 Academy Avenue,,Dawsonville,GA, 30534 ,08:00:00 - 04:00,17:00:00 - 04:00,10-31-16,11-04-16
ocd-division/country:us/state:georgia/county:dekalb,DeKalb County,Memorial Drive Complex, 4380 Memorial Drive, Suite 300,Decatur,GA,30032 ,07:00:00 - 04:00,19:00:00 - 04:00,10-17-16,10-22-16
ocd-division/country:us/state:georgia/county:dekalb,DeKalb County,Memorial Drive Complex, 4380 Memorial Drive, Suite 300,Decatur,GA,30032 ,07:00:00 - 04:00,19:00:00 - 04:00,10-24-16,10-29-16
ocd-division/country:us/state:georgia/county:dekalb,DeKalb County,Memorial Drive Complex, 4380 Memorial Drive, Suite 300,Decatur,GA,30032 ,12:00:00 - 04:00,17:00:00 - 04:00,10-30-16,10-30-16
ocd-division/country:us/state:georgia/county:dekalb,DeKalb County,Memorial Drive Complex, 4380 Memorial Drive, Suite 300,Decatur,GA,30032 ,07:00:00 - 04:00,19:00:00 - 04:00,10-31-16,11-04-16
ocd-division/country:us/state:georgia/county:dekalb,DeKalb County,Clark Harrison Center - Decatur, 330 West Ponce de Leon Ave,Room A,Decatur,GA,30030,07:00:00 - 04:00,19:00:00 - 04:00,10-31-16,11-04-16
ocd-division/country:us/state:georgia/county:dekalb,DeKalb County,Tucker Recreation Center, 4898 LaVista Road,,Tucker,GA,  30084 ,07:00:00 - 04:00,19:00:00 - 04:00,10-17-16,10-22-16
ocd-division/country:us/state:georgia/county:dekalb,DeKalb County,Tucker Recreation Center, 4898 LaVista Road,,Tucker,GA,  30084 ,07:00:00 - 04:00,19:00:00 - 04:00,10-24-16,10-29-16
ocd-division/country:us/state:georgia/county:dekalb,DeKalb County,Tucker Recreation Center, 4898 LaVista Road,,Tucker,GA,  30084 ,07:00:00 - 04:00,19:00:00 - 04:00,10-31-16,11-04-16
ocd-division/country:us/state:georgia/county:dekalb,DeKalb County,Berean Christian Church Community Center, 2440 Young Road,,Stone Mountain,GA, 30088 ,07:00:00 - 04:00,19:00:00 - 04:00,10-31-16,11-04-16
ocd-division/country:us/state:georgia/county:dekalb,DeKalb County,The Gallery at South DeKalb Mall,2801 Candler Road,,Decatur,GA, 30034 ,09:00:00 - 04:00,20:00:00 - 04:00,10-17-16,10-22-16
ocd-division/country:us/state:georgia/county:dekalb,DeKalb County,The Gallery at South DeKalb Mall,2801 Candler Road,,Decatur,GA, 30034 ,09:00:00 - 04:00,20:00:00 - 04:00,10-24-16,10-29-16
ocd-division/country:us/state:georgia/county:dekalb,DeKalb County,The Gallery at South DeKalb Mall,2801 Candler Road,,Decatur,GA, 30034 ,12:00:00 - 04:00,17:00:00 - 04:00,10-30-16,10-30-16
ocd-division/country:us/state:georgia/county:dekalb,DeKalb County,The Gallery at South DeKalb Mall,2801 Candler Road,,Decatur,GA, 30034 ,09:00:00 - 04:00,20:00:00 - 04:00,10-31-16,11-04-16
ocd-division/country:us/state:georgia/county:dekalb,DeKalb County,Brookhaven City Hall,4362 Peachtree Road NE,,Brookhaven,GA,30319,07:00:00 - 04:00,19:00:00 - 04:00,10-31-16,11-04-16
ocd-division/country:us/state:georgia/county:dekalb,DeKalb County,Stonecrest Library, 3123 Klondike Road,,Lithonia,GA, 30038 ,07:00:00 - 04:00,19:00:00 - 04:00,10-31-16,11-04-16
ocd-division/country:us/state:georgia/county:dekalb,DeKalb County,Dunwoody Library, 5339 Chamblee Dunwoody Road,,Dunwoody,GA,30338,07:00:00 - 04:00,19:00:00 - 04:00,10-31-16,11-04-16
ocd-division/country:us/state:georgia/county:dekalb,DeKalb County,Coan Recreation Center-Atlanta,1530 Woodbine Avenue SE,,Atlanta,GA,30317,07:00:00 - 04:00,19:00:00 - 04:00,10-31-16,11-04-16
ocd-division/country:us/state:georgia/county:dodge,Dodge County,Dodge County Registrar Office,5401 Anson Avenue,,Eastman,GA, 31023 ,13:00:00 - 04:00,17:00:00 - 04:00,10-17-16,10-21-16
ocd-division/country:us/state:georgia/county:dodge,Dodge County,Dodge County Registrar Office,5401 Anson Avenue,,Eastman,GA, 31023 ,13:00:00 - 04:00,17:00:00 - 04:00,10-24-16,10-28-16
ocd-division/country:us/state:georgia/county:dodge,Dodge County,Dodge County Registrar Office,5401 Anson Avenue,,Eastman,GA, 31023 ,09:00:00 - 04:00,16:00:00 - 04:00,10-29-16,10-29-16
ocd-division/country:us/state:georgia/county:dodge,Dodge County,Dodge County Registrar Office,5401 Anson Avenue,,Eastman,GA, 31023 ,09:00:00 - 04:00,12:00:00 - 04:00,10-31-16,11-04-16
ocd-division/country:us/state:georgia/county:dooly,Dooly County,Vienna Voting Precinct, 402 Hawkinsville Road,,Vienna,GA, 31092 ,08:00:00 - 04:00,17:00:00 - 04:00,10-17-16,10-21-16
ocd-division/country:us/state:georgia/county:dooly,Dooly County,Vienna Voting Precinct, 402 Hawkinsville Road,,Vienna,GA, 31092 ,08:00:00 - 04:00,17:00:00 - 04:00,10-24-16,10-28-16
ocd-division/country:us/state:georgia/county:dooly,Dooly County,Vienna Voting Precinct, 402 Hawkinsville Road,,Vienna,GA, 31092 ,09:00:00 - 04:00,16:00:00 - 04:00,10-29-16,10-29-16
ocd-division/country:us/state:georgia/county:dooly,Dooly County,Vienna Voting Precinct, 402 Hawkinsville Road,,Vienna,GA, 31092 ,08:00:00 - 04:00,17:00:00 - 04:00,10-31-16,11-04-16
ocd-division/country:us/state:georgia/county:douglas,Douglas County,Board of Elections and Registration, 8700 Hospital Drive,,Douglasville,GA,30134,08:00:00 - 04:00,17:00:00 - 04:00,10-17-16,10-21-16
ocd-division/country:us/state:georgia/county:douglas,Douglas County,Board of Elections and Registration, 8700 Hospital Drive,,Douglasville,GA,30134,08:00:00 - 04:00,17:00:00 - 04:00,10-24-16,10-28-16
ocd-division/country:us/state:georgia/county:douglas,Douglas County,Board of Elections and Registration, 8700 Hospital Drive,,Douglasville,GA,30134,09:00:00 - 04:00,16:00:00 - 04:00,10-29-16,10-29-16
ocd-division/country:us/state:georgia/county:douglas,Douglas County,Board of Elections and Registration, 8700 Hospital Drive,,Douglasville,GA,30134,08:00:00 - 04:00,17:00:00 - 04:00,10-31-16,11-04-16
ocd-division/country:us/state:georgia/county:douglas,Douglas County,Boundary Waters Aquatic Center, 5000 Ga. Hwy 92,,Douglasville,GA,30135,08:00:00 - 04:00,17:00:00 - 04:00,10-31-16,11-04-16
ocd-division/country:us/state:georgia/county:douglas,Douglas County,Deer Lick Park Recreation Center, 2105 Mack Road,,Douglasville,GA,30135,08:00:00 - 04:00,17:00:00 - 04:00,10-31-16,11-04-16
ocd-division/country:us/state:georgia/county:douglas,Douglas County,Dog River Library, 6100 Ga. Hwy 5,,Douglasville,GA,30135,08:00:00 - 04:00,17:00:00 - 04:00,10-31-16,11-04-16
ocd-division/country:us/state:georgia/county:douglas,Douglas County,Old Douglas County Courthouse, 6745 Church Street,,Douglasville,GA,30134,08:00:00 - 04:00,17:00:00 - 04:00,10-31-16,11-04-16
ocd-division/country:us/state:georgia/county:early,Early County,Elections and Registration Office, 17 McDonald Ave,,Blakely,GA, 39823 ,08:30:00 - 04:00,16:30:00 - 04:00,10-17-16,10-21-16
ocd-division/country:us/state:georgia/county:early,Early County,Elections and Registration Office, 17 McDonald Ave,,Blakely,GA, 39823 ,08:30:00 - 04:00,16:30:00 - 04:00,10-24-16,10-28-16
ocd-division/country:us/state:georgia/county:early,Early County,Elections and Registration Office, 17 McDonald Ave,,Blakely,GA, 39823 ,09:00:00 - 04:00,16:00:00 - 04:00,10-29-16,10-29-16
ocd-division/country:us/state:georgia/county:early,Early County,Elections and Registration Office, 17 McDonald Ave,,Blakely,GA, 39823 ,08:30:00 - 04:00,16:30:00 - 04:00,10-31-16,11-04-16
ocd-division/country:us/state:georgia/county:elbert,Elbert County,Registrar's Office, 45 Forest Avenue,,Elberton,GA, 30635 ,08:00:00 - 04:00,17:00:00 - 04:00,10-17-16,10-21-16
ocd-division/country:us/state:georgia/county:elbert,Elbert County,Registrar's Office, 45 Forest Avenue,,Elberton,GA, 30635 ,08:00:00 - 04:00,17:00:00 - 04:00,10-24-16,10-28-16
ocd-division/country:us/state:georgia/county:elbert,Elbert County,Registrar's Office, 45 Forest Avenue,,Elberton,GA, 30635 ,09:00:00 - 04:00,16:00:00 - 04:00,10-29-16,10-29-16
ocd-division/country:us/state:georgia/county:elbert,Elbert County,Registrar's Office, 45 Forest Avenue,,Elberton,GA, 30635 ,08:00:00 - 04:00,17:00:00 - 04:00,10-31-16,11-04-16
ocd-division/country:us/state:georgia/county:evans,Evans County,Evan's County Registrar's Office,201 Freeman Street,Suite 10,Claxton,GA, 30417 ,08:00:00 - 04:00,17:00:00 - 04:00,10-17-16,10-21-16
ocd-division/country:us/state:georgia/county:evans,Evans County,Evan's County Registrar's Office,201 Freeman Street,Suite 10,Claxton,GA, 30417 ,08:00:00 - 04:00,17:00:00 - 04:00,10-24-16,10-28-16
ocd-division/country:us/state:georgia/county:evans,Evans County,Evan's County Registrar's Office,201 Freeman Street,Suite 10,Claxton,GA, 30417 ,09:00:00 - 04:00,16:00:00 - 04:00,10-29-16,10-29-16
ocd-division/country:us/state:georgia/county:evans,Evans County,Evan's County Registrar's Office,201 Freeman Street,Suite 10,Claxton,GA, 30417 ,08:00:00 - 04:00,17:00:00 - 04:00,10-31-16,11-04-16
ocd-division/country:us/state:georgia/county:fannin,Fannin County,Fannin County Board of Elections and Registration, 400 West Main Street, Suite 301,Blue Ridge,GA, 30513 ,09:00:00 - 04:00,17:00:00 - 04:00,10-17-16,10-21-16
ocd-division/country:us/state:georgia/county:fannin,Fannin County,Fannin County Board of Elections and Registration, 400 West Main Street, Suite 301,Blue Ridge,GA, 30513 ,09:00:00 - 04:00,17:00:00 - 04:00,10-24-16,10-28-16
ocd-division/country:us/state:georgia/county:fannin,Fannin County,Fannin County Board of Elections and Registration, 400 West Main Street, Suite 301,Blue Ridge,GA, 30513 ,09:00:00 - 04:00,16:00:00 - 04:00,10-29-16,10-29-16
ocd-division/country:us/state:georgia/county:fannin,Fannin County,Fannin County Board of Elections and Registration, 400 West Main Street, Suite 301,Blue Ridge,GA, 30513 ,09:00:00 - 04:00,17:00:00 - 04:00,10-31-16,11-04-16
ocd-division/country:us/state:georgia/county:fayette,Fayette County,Fayette County Elections Office,140 Stonewall Avenue West,Suite 209,Fayetteville,GA,30214,08:00:00 - 04:00,17:00:00 - 04:00,10-17-16,10-21-16
ocd-division/country:us/state:georgia/county:fayette,Fayette County,Fayette County Elections Office,140 Stonewall Avenue West,Suite 209,Fayetteville,GA,30214,08:00:00 - 04:00,17:00:00 - 04:00,10-24-16,10-28-16
ocd-division/country:us/state:georgia/county:fayette,Fayette County,Fayette County Elections Office,140 Stonewall Avenue West,Suite 209,Fayetteville,GA,30214,09:00:00 - 04:00,16:00:00 - 04:00,10-29-16,10-29-16
ocd-division/country:us/state:georgia/county:fayette,Fayette County,Fayette County Elections Office,140 Stonewall Avenue West,Suite 209,Fayetteville,GA,30214,08:00:00 - 04:00,17:00:00 - 04:00,10-31-16,11-04-16
ocd-division/country:us/state:georgia/county:fayette,Fayette County,Fayette County Administrative Complex,140 Stonewall Avenue West,Public Meeting Room,Fayetteville,GA,30214,08:00:00 - 04:00,17:00:00 - 04:00,10-24-16,10-28-16
ocd-division/country:us/state:georgia/county:fayette,Fayette County,Fayette County Administrative Complex,140 Stonewall Avenue West,Public Meeting Room,Fayetteville,GA,30214,09:00:00 - 04:00,16:00:00 - 04:00,10-29-16,10-29-16
ocd-division/country:us/state:georgia/county:fayette,Fayette County,Fayette County Administrative Complex,140 Stonewall Avenue West,Public Meeting Room,Fayetteville,GA,30214,08:00:00 - 04:00,17:00:00 - 04:00,10-31-16,11-04-16
ocd-division/country:us/state:georgia/county:fayette,Fayette County,Peachtree City Library,201 Willow Bend Rd,,Peachtree City,GA, 30269,08:00:00 - 04:00,17:00:00 - 04:00,10-17-16,10-21-16
ocd-division/country:us/state:georgia/county:fayette,Fayette County,Peachtree City Library,201 Willow Bend Rd,,Peachtree City,GA, 30269,08:00:00 - 04:00,17:00:00 - 04:00,10-24-16,10-28-16
ocd-division/country:us/state:georgia/county:fayette,Fayette County,Peachtree City Library,201 Willow Bend Rd,,Peachtree City,GA, 30269,08:00:00 - 04:00,17:00:00 - 04:00,10-31-16,11-04-16
ocd-division/country:us/state:georgia/county:fayette,Fayette County,Tyrone Town Hall,881 Senoia Rd,,Tyrone,GA, 30290 ,08:00:00 - 04:00,17:00:00 - 04:00,10-17-16,10-21-16
ocd-division/country:us/state:georgia/county:fayette,Fayette County,Tyrone Town Hall,881 Senoia Rd,,Tyrone,GA, 30290 ,08:00:00 - 04:00,17:00:00 - 04:00,10-24-16,10-28-16
ocd-division/country:us/state:georgia/county:fayette,Fayette County,Tyrone Town Hall,881 Senoia Rd,,Tyrone,GA, 30290 ,08:00:00 - 04:00,17:00:00 - 04:00,10-31-16,11-04-16
ocd-division/country:us/state:georgia/county:franklin,Franklin County,Franklin County Elections & Registration Office,211 Athens Street,,Carnesville,GA, 30521 ,08:00:00 - 04:00,16:30:00 - 04:00,10-17-16,10-21-16
ocd-division/country:us/state:georgia/county:franklin,Franklin County,Franklin County Elections & Registration Office,211 Athens Street,,Carnesville,GA, 30521 ,08:00:00 - 04:00,16:30:00 - 04:00,10-24-16,10-28-16
ocd-division/country:us/state:georgia/county:franklin,Franklin County,Franklin County Elections & Registration Office,211 Athens Street,,Carnesville,GA, 30521 ,09:00:00 - 04:00,16:00:00 - 04:00,10-29-16,10-29-16
ocd-division/country:us/state:georgia/county:franklin,Franklin County,Franklin County Elections & Registration Office,211 Athens Street,,Carnesville,GA, 30521 ,08:00:00 - 04:00,16:30:00 - 04:00,10-31-16,11-04-16
ocd-division/country:us/state:georgia/county:fulton,Fulton County,Fulton County Government Center,130 Peachtree Street SW,,Atlanta,GA,30303,07:00:00 - 04:00,19:00:00 - 04:00,10-17-16,10-21-16
ocd-division/country:us/state:georgia/county:fulton,Fulton County,Fulton County Government Center,130 Peachtree Street SW,,Atlanta,GA,30303,07:00:00 - 04:00,19:00:00 - 04:00,10-22-16,10-22-16
ocd-division/country:us/state:georgia/county:fulton,Fulton County,Fulton County Government Center,130 Peachtree Street SW,,Atlanta,GA,30303,12:00:00 - 04:00,17:00:00 - 04:00,10-23-16,10-23-16
ocd-division/country:us/state:georgia/county:fulton,Fulton County,Fulton County Government Center,130 Peachtree Street SW,,Atlanta,GA,30303,07:00:00 - 04:00,19:00:00 - 04:00,10-24-16,10-28-16
ocd-division/country:us/state:georgia/county:fulton,Fulton County,Fulton County Government Center,130 Peachtree Street SW,,Atlanta,GA,30303,07:00:00 - 04:00,19:00:00 - 04:00,10-29-16,10-29-16
ocd-division/country:us/state:georgia/county:fulton,Fulton County,Fulton County Government Center,130 Peachtree Street SW,,Atlanta,GA,30303,12:00:00 - 04:00,17:00:00 - 04:00,10-30-16,10-30-16
ocd-division/country:us/state:georgia/county:fulton,Fulton County,Fulton County Government Center,130 Peachtree Street SW,,Atlanta,GA,30303,07:00:00 - 04:00,19:00:00 - 04:00,10-31-16,11-04-16
ocd-division/country:us/state:georgia/county:fulton,Fulton County,North Fulton Service Center,7741 Roswell Road,Suite 232,Sandy Springs,GA,30350,07:00:00 - 04:00,19:00:00 - 04:00,10-17-16,10-21-16
ocd-division/country:us/state:georgia/county:fulton,Fulton County,North Fulton Service Center,7741 Roswell Road,Suite 232,Sandy Springs,GA,30350,07:00:00 - 04:00,19:00:00 - 04:00,10-22-16,10-22-16
ocd-division/country:us/state:georgia/county:fulton,Fulton County,North Fulton Service Center,7741 Roswell Road,Suite 232,Sandy Springs,GA,30350,12:00:00 - 04:00,17:00:00 - 04:00,10-23-16,10-23-16
ocd-division/country:us/state:georgia/county:fulton,Fulton County,North Fulton Service Center,7741 Roswell Road,Suite 232,Sandy Springs,GA,30350,07:00:00 - 04:00,19:00:00 - 04:00,10-24-16,10-28-16
ocd-division/country:us/state:georgia/county:fulton,Fulton County,North Fulton Service Center,7741 Roswell Road,Suite 232,Sandy Springs,GA,30350,07:00:00 - 04:00,19:00:00 - 04:00,10-29-16,10-29-16
ocd-division/country:us/state:georgia/county:fulton,Fulton County,North Fulton Service Center,7741 Roswell Road,Suite 232,Sandy Springs,GA,30350,12:00:00 - 04:00,17:00:00 - 04:00,10-30-16,10-30-16
ocd-division/country:us/state:georgia/county:fulton,Fulton County,North Fulton Service Center,7741 Roswell Road,Suite 232,Sandy Springs,GA,30350,07:00:00 - 04:00,19:00:00 - 04:00,10-31-16,11-04-16
ocd-division/country:us/state:georgia/county:fulton,Fulton County,College Park Library, 3647 Main Street,,College Park,GA, 30337 ,07:00:00 - 04:00,19:00:00 - 04:00,10-17-16,10-21-16
ocd-division/country:us/state:georgia/county:fulton,Fulton County,College Park Library, 3647 Main Street,,College Park,GA, 30337 ,07:00:00 - 04:00,19:00:00 - 04:00,10-22-16,10-22-16
ocd-division/country:us/state:georgia/county:fulton,Fulton County,College Park Library, 3647 Main Street,,College Park,GA, 30337 ,12:00:00 - 04:00,17:00:00 - 04:00,10-23-16,10-23-16
ocd-division/country:us/state:georgia/county:fulton,Fulton County,College Park Library, 3647 Main Street,,College Park,GA, 30337 ,07:00:00 - 04:00,19:00:00 - 04:00,10-24-16,10-28-16
ocd-division/country:us/state:georgia/county:fulton,Fulton County,College Park Library, 3647 Main Street,,College Park,GA, 30337 ,07:00:00 - 04:00,19:00:00 - 04:00,10-29-16,10-29-16
ocd-division/country:us/state:georgia/county:fulton,Fulton County,College Park Library, 3647 Main Street,,College Park,GA, 30337 ,12:00:00 - 04:00,17:00:00 - 04:00,10-30-16,10-30-16
ocd-division/country:us/state:georgia/county:fulton,Fulton County,College Park Library, 3647 Main Street,,College Park,GA, 30337 ,07:00:00 - 04:00,19:00:00 - 04:00,10-31-16,11-04-16
ocd-division/country:us/state:georgia/county:fulton,Fulton County,South Fulton Service Center, 5600 Stonewall Tell Road ,Room 108,College Park,GA, 30349 ,07:00:00 - 04:00,19:00:00 - 04:00,10-17-16,10-21-16
ocd-division/country:us/state:georgia/county:fulton,Fulton County,South Fulton Service Center, 5600 Stonewall Tell Road ,Room 108,College Park,GA, 30349 ,07:00:00 - 04:00,19:00:00 - 04:00,10-22-16,10-22-16
ocd-division/country:us/state:georgia/county:fulton,Fulton County,South Fulton Service Center, 5600 Stonewall Tell Road ,Room 108,College Park,GA, 30349 ,12:00:00 - 04:00,17:00:00 - 04:00,10-23-16,10-23-16
ocd-division/country:us/state:georgia/county:fulton,Fulton County,South Fulton Service Center, 5600 Stonewall Tell Road ,Room 108,College Park,GA, 30349 ,07:00:00 - 04:00,19:00:00 - 04:00,10-24-16,10-28-16
ocd-division/country:us/state:georgia/county:fulton,Fulton County,South Fulton Service Center, 5600 Stonewall Tell Road ,Room 108,College Park,GA, 30349 ,07:00:00 - 04:00,19:00:00 - 04:00,10-29-16,10-29-16
ocd-division/country:us/state:georgia/county:fulton,Fulton County,South Fulton Service Center, 5600 Stonewall Tell Road ,Room 108,College Park,GA, 30349 ,12:00:00 - 04:00,17:00:00 - 04:00,10-30-16,10-30-16
ocd-division/country:us/state:georgia/county:fulton,Fulton County,South Fulton Service Center, 5600 Stonewall Tell Road ,Room 108,College Park,GA, 30349 ,07:00:00 - 04:00,19:00:00 - 04:00,10-31-16,11-04-16
ocd-division/country:us/state:georgia/county:fulton,Fulton County,East Roswell Library, 2301 Holcomb Bridge Road,,Roswell,GA, 30076 ,07:00:00 - 04:00,19:00:00 - 04:00,10-17-16,10-21-16
ocd-division/country:us/state:georgia/county:fulton,Fulton County,East Roswell Library, 2301 Holcomb Bridge Road,,Roswell,GA, 30076 ,07:00:00 - 04:00,19:00:00 - 04:00,10-22-16,10-22-16
ocd-division/country:us/state:georgia/county:fulton,Fulton County,East Roswell Library, 2301 Holcomb Bridge Road,,Roswell,GA, 30076 ,12:00:00 - 04:00,17:00:00 - 04:00,10-23-16,10-23-16
ocd-division/country:us/state:georgia/county:fulton,Fulton County,East Roswell Library, 2301 Holcomb Bridge Road,,Roswell,GA, 30076 ,07:00:00 - 04:00,19:00:00 - 04:00,10-24-16,10-28-16
ocd-division/country:us/state:georgia/county:fulton,Fulton County,East Roswell Library, 2301 Holcomb Bridge Road,,Roswell,GA, 30076 ,07:00:00 - 04:00,19:00:00 - 04:00,10-29-16,10-29-16
ocd-division/country:us/state:georgia/county:fulton,Fulton County,East Roswell Library, 2301 Holcomb Bridge Road,,Roswell,GA, 30076 ,12:00:00 - 04:00,17:00:00 - 04:00,10-30-16,10-30-16
ocd-division/country:us/state:georgia/county:fulton,Fulton County,East Roswell Library, 2301 Holcomb Bridge Road,,Roswell,GA, 30076 ,07:00:00 - 04:00,19:00:00 - 04:00,10-31-16,11-04-16
ocd-division/country:us/state:georgia/county:fulton,Fulton County,Adamsville Recreation Center, 3201 MLK Jr. Dr. SW,,Atlanta,GA, 30311 ,07:00:00 - 04:00,19:00:00 - 04:00,10-17-16,10-21-16
ocd-division/country:us/state:georgia/county:fulton,Fulton County,Adamsville Recreation Center, 3201 MLK Jr. Dr. SW,,Atlanta,GA, 30311 ,07:00:00 - 04:00,19:00:00 - 04:00,10-22-16,10-22-16
ocd-division/country:us/state:georgia/county:fulton,Fulton County,Adamsville Recreation Center, 3201 MLK Jr. Dr. SW,,Atlanta,GA, 30311 ,12:00:00 - 04:00,17:00:00 - 04:00,10-23-16,10-23-16
ocd-division/country:us/state:georgia/county:fulton,Fulton County,Adamsville Recreation Center, 3201 MLK Jr. Dr. SW,,Atlanta,GA, 30311 ,07:00:00 - 04:00,19:00:00 - 04:00,10-24-16,10-28-16
ocd-division/country:us/state:georgia/county:fulton,Fulton County,Adamsville Recreation Center, 3201 MLK Jr. Dr. SW,,Atlanta,GA, 30311 ,07:00:00 - 04:00,19:00:00 - 04:00,10-29-16,10-29-16
ocd-division/country:us/state:georgia/county:fulton,Fulton County,Adamsville Recreation Center, 3201 MLK Jr. Dr. SW,,Atlanta,GA, 30311 ,12:00:00 - 04:00,17:00:00 - 04:00,10-30-16,10-30-16
ocd-division/country:us/state:georgia/county:fulton,Fulton County,Adamsville Recreation Center, 3201 MLK Jr. Dr. SW,,Atlanta,GA, 30311 ,07:00:00 - 04:00,19:00:00 - 04:00,10-31-16,11-04-16
ocd-division/country:us/state:georgia/county:fulton,Fulton County,Chastain Park Recreation Center, 140 W. Wieuca Rd. NW,,Atlanta,GA,30305,07:00:00 - 04:00,19:00:00 - 04:00,10-17-16,10-21-16
ocd-division/country:us/state:georgia/county:fulton,Fulton County,Chastain Park Recreation Center, 140 W. Wieuca Rd. NW,,Atlanta,GA,30305,07:00:00 - 04:00,19:00:00 - 04:00,10-22-16,10-22-16
ocd-division/country:us/state:georgia/county:fulton,Fulton County,Chastain Park Recreation Center, 140 W. Wieuca Rd. NW,,Atlanta,GA,30305,12:00:00 - 04:00,17:00:00 - 04:00,10-23-16,10-23-16
ocd-division/country:us/state:georgia/county:fulton,Fulton County,Chastain Park Recreation Center, 140 W. Wieuca Rd. NW,,Atlanta,GA,30305,07:00:00 - 04:00,19:00:00 - 04:00,10-24-16,10-28-16
ocd-division/country:us/state:georgia/county:fulton,Fulton County,Chastain Park Recreation Center, 140 W. Wieuca Rd. NW,,Atlanta,GA,30305,07:00:00 - 04:00,19:00:00 - 04:00,10-29-16,10-29-16
ocd-division/country:us/state:georgia/county:fulton,Fulton County,Chastain Park Recreation Center, 140 W. Wieuca Rd. NW,,Atlanta,GA,30305,12:00:00 - 04:00,17:00:00 - 04:00,10-30-16,10-30-16
ocd-division/country:us/state:georgia/county:fulton,Fulton County,Chastain Park Recreation Center, 140 W. Wieuca Rd. NW,,Atlanta,GA,30305,07:00:00 - 04:00,19:00:00 - 04:00,10-31-16,11-04-16
ocd-division/country:us/state:georgia/county:fulton,Fulton County,Robert F. Fulton Ocee Library, 5090 Abbotts Bridge Road,,Johns Creek,GA, 30355 ,07:00:00 - 04:00,19:00:00 - 04:00,10-17-16,10-21-16
ocd-division/country:us/state:georgia/county:fulton,Fulton County,Robert F. Fulton Ocee Library, 5090 Abbotts Bridge Road,,Johns Creek,GA, 30355 ,07:00:00 - 04:00,19:00:00 - 04:00,10-22-16,10-22-16
ocd-division/country:us/state:georgia/county:fulton,Fulton County,Robert F. Fulton Ocee Library, 5090 Abbotts Bridge Road,,Johns Creek,GA, 30355 ,12:00:00 - 04:00,17:00:00 - 04:00,10-23-16,10-23-16
